,sample_id,source_paragraph,target_paragraph,ground_truth,type
1021,1051How does corrosion occur?,"Rust is a form of oxidation that occurs when oxygen reacts with iron. This reaction causes the iron to corrode and form rust. The presence of water accelerates the rusting process, as it helps to break down the iron and encourages the oxidation reaction.","Corrosion occurs when oxidation takes place. This is a reaction between oxygen and metal, in which the metal atoms are oxidized, resulting in corrosion. When acid is present, it accelerates this oxidation process and can lead to more rapid corrosion.",1,analogy
1022,1314How does a seed germinate and grow into a mature plant?,"A tree begins its life when it produces a seed. The seed eventually sprouts and sends down a root. As the root grows, the stem and trunk of the tree also grows and eventually branches out and grows leaves. The leaves capture sunlight and convert it into energy for the tree to use for growth. As the years pass, the tree continues to grow and eventually produces more seeds."," The process of a seed producing a plant begins with the seed absorbing water and nutrients from the soil. Then, the leaves mature and flowers start to bloom, marking the growth of the seed into a mature plant. After the plant has bloomed, germination is triggered and the root sprouts from the stem. Finally, the stem and leaves begin to form and grow.",0,distractor
1023,523Describe the life cycle of a butterfly,"The life cycle of a bird begins when an egg is laid and hatches into a chick. As the chick matures into an adult, it is able to reproduce, creating offspring that will repeat the same cycle. Once the juvenile bird is ready to leave the nest, it will migrate to a new environment. This is the final stage of the life cycle and allows the bird to spread its genes to different areas.","The life cycle of a butterfly starts when a cocoon hatches and releases a caterpillar. The caterpillar then feeds and grows until it forms a cocoon again and undergoes metamorphosis. When it emerges from the cocoon it is an adult butterfly and is ready to reproduce larvae. After the larvae are born, the adult butterfly migrates to a new environment and the life cycle repeats itself.",1,analogy
1024,293How does a combustion engine work?,"During respiration, oxygen combines with glucose to produce energy. This energy is released from the respiration process and is used by the body for various functions. Additionally, carbon dioxide is produced by respiration and is then released out of the body."," Initially, exhaust is produced by the combustion reaction. Following this, fuel and oxygen are combined in the engine. A combustion reaction then occurs, releasing energy. This energy is used to power the engine. Finally, the exhaust is released into the atmosphere.",0,distractor
1025,317What happens during the erosion of soil?,"During weathering, rain erodes rocks, wind breaks them apart, and sunlight weakens them over time. Temperature changes can also cause rocks to crack, weakening them further. All these processes work together to break down rocks into smaller pieces."," Rain and wind break, weaken, and crack the soil. Then, the sunlight weakens the bonds between the soil particles. After that, the wind breaks the soil particles apart. Subsequently, the rain erodes the soil by washing away the top layers. Finally, temperature changes cause the soil to crack.",0,distractor
1026,494Describe the process of sleep,"Hibernation is a process that enables animals to conserve energy in order to survive in cold and harsh winter climates. During hibernation, animals enter a state of dormancy, which helps to decrease their body temperature and reduce their metabolic rate. This allows for the conservation of energy and helps the animal to survive the winter.","The nuclei of some atoms have too few or too many neutrons.
The atoms become unstable.
The atoms split.
In alpha decay, two protons and two neutrons are released from the atom.
In beta decay, a neutron changes into a proton and an electron.
The proton joins the nucleus of the atom.
The electron is released.",0,random
1027,384How does a bacteria cause infection?,"A virus is a microscopic particle that enters a cell and replicates itself. Once inside, the virus is able to hijack the cell's metabolic processes and cause it to manufacture more of the virus. This replication triggers an immune response from the body, which can cause the symptoms of the virus-induced disease.","When a bacteria enters a tissue, it can begin to multiply itself. This multiplication can cause the bacteria to spread to other tissues. The presence of bacteria in the body triggers an immune response from the host, which can cause symptoms of infection.",1,analogy
1028,50How do antibodies form?,"Minerals form when ions combine to form a solid. This process usually involves minerals precipitating out of a solution. The ions then aggregate to form crystals, which grow slowly over time. The crystals form the mineral structure of the rock.","A stream or river must occur.
Through erosion, the stream cuts into the soil and bedrock.
Through continuous erosion, a deep gash is cut through.
After many years the river may dry up.
A dry ravine is left.",0,random
1029,770How does an artificial lung work?,"The lungs are responsible for supplying oxygen to the body. Air enters the lungs through the trachea and bronchi. The diaphragm contracts, causing the chest to expand and draw the air into the lungs. The air then passes through the bronchioles and into the alveoli, where oxygen is absorbed into the bloodstream. The alveoli also release carbon dioxide into the air, which is then expelled when the diaphragm relaxes and the chest contracts."," The oxygen is then delivered to the patient's bloodstream. Following this, a motor contracts two bellows to create a vacuum. After the vacuum is created, oxygen enters the artificial lung. The pressure generated causes more oxygen to enter the artificial lung. Finally, the oxygen passes through the perfusion-diffusion membrane where it is absorbed.",0,distractor
1030,423How does oil get from the ground to a refinery?,"Coal is extracted from underground deposits, usually from deep mines. The coal is then transported from the mine to the power station where it is processed into energy. At the power station, the coal is crushed, dried and combusted to produce heat and electricity. The heat generated from the combustion of coal is used to turn water into steam, which then drives turbines to generate electricity."," Oil is extracted from underground reservoirs using methods such as drilling and hydraulic fracturing. After extraction, the oil is immediately heated and distilled in order to separate the various components and create the desired product. Following this process, the oil is then transported to a refinery. Finally, at the refinery, the oil is processed into a variety of products, such as fuel.",0,distractor
1031,635Describe the life cycle of a bee,"The life cycle of a bird begins when it hatches from an egg. Once the bird has grown, it begins to build a nest and produce offspring. When the weather becomes colder, the bird migrates to warmer climates. Once it arrives in its new environment, the bird begins the cycle again by building a nest and reproducing.","A bee begins its life cycle when it hatches from a larva. It then migrates to sunnier spots to forage for food. When the bee finds a suitable location, it builds a hive and produces new colonies. The bee then continues to feed and take care of the new colonies until it reaches the end of its life cycle.",1,analogy
1032,511How does a lunar eclipse occur?,"Solar eclipses occur when the sun blocks out the light from the moon. This happens when the moon moves between the sun and the Earth. The Earth casts a shadow on the moon, blocking out some or all of the sun's rays. The amount of light that is blocked depends on the alignment of the sun, moon and Earth, which determines the duration of the eclipse.","Kidneys filter waste out of blood.
Composition of blood is regulated.
Volume of water in blood is kept constant.
PH is kept at a constant level.
Kidneys help regulate blood pressure.
Kidneys stimulate the making of red blood cells.
Calcium levels are maintained.",0,random
1033,675Describe the process of calcification,"Fossilization is the process by which decaying matter becomes embedded in sediment. As time passes, the organic material is replaced by minerals, and a fossil is formed. The fossil is then preserved in the rock, which serves to protect it for many years."," A calcified tissue is formed and preserved in the body. Following this, calcium replaces organic material in the tissue. Subsequently, the tissue is gradually replaced with calcium deposits.",0,distractor
1034,742How do dolphins use sonar to detect prey?,"Bats use echolocation to detect objects in their surroundings. They emit sound waves which bounce off of nearby objects and return to the bat. These bouncing sound waves allow the bat to detect the shape and location of its surroundings. The bat then uses this information to navigate, hunt, and avoid obstacles.","Plants start growing on or near the rocks.
The roots of the growing plants start to break up the rock.
The plant acids dissolve the rock.
The rock is broken down into smaller pieces.
Erosion begins.",0,random
1035,211How does snow form?,"Rain occurs when moisture in the air condenses in clouds. When the temperature drops to below the dew point, the air cannot hold the moisture any longer and the water droplets form. As the air pressure increases above the surface, the clouds become heavier and rain is released.","Water from the surface seeps below the soil.
The water comes into contact with the rock below.
The rock over the years carves through the rock.
The space in the rock becomes larger and forms into a cave.
As more rather rushes through the cave becomes a cavern.",0,random
1036,212How does evaporation occur?,"Rainclouds accumulate moisture in the atmosphere by drawing it up from the ground. The moisture then goes through the process of condensation, resulting in the formation of raindrops. The precipitation then falls towards the ground. As the raindrops fall, they evaporate and evaporative cooling occurs which causes the cycle to repeat."," The droplets increase in size and become heavy enough to fall back to the ground as rain or snow. After the precipitation, warm air accumulates water vapor through evaporation. The water vapor then rises into the atmosphere. Finally, the water vapor cools and condenses into tiny droplets, forming clouds.",0,distractor
1037,298How does a virus spread through a population?,"Bacteria are microscopic organisms that can infect a host and cause disease. When the bacteria enter the body, they can produce toxins which can cause inflammation and damage to the cells. This can cause the body to become ill and can lead to serious complications if left untreated. Additionally, bacteria can cause infections in the body, leading to further problems.","The primary root breaks from the seed.
A shoot develops with a leaf.
The shoot breaks through the soil as a seedling.
The tree becomes a sapling when it gets taller than 3 ft.
The mature tree produces flowers or fruit.
Seeds are produced from the flowers or fruit.
A dead or dying tree is known as a snag.",0,random
1038,116How are rivers formed?,"Mountains are formed when tectonic plates collide, pushing the Earth's crust up and creating a mountain range. Over time, sediment accumulates on the mountains, adding to their height. The process of erosion then wears away at the mountains, slowly reducing their size."," The river begins to flow and sediment starts to accumulate on the riverbanks. Following this, tectonic plates shift, creating a riverbed. Finally, erosion begins to wear away the riverbanks, giving the river its shape.",0,distractor
1039,665Describe the process of wastewater treatment,"Desalination is the process of removing salt from water. Salt water is filtered through special membranes that allow the water molecules to pass through, but separate the salt. The salt is separated from the water molecules and the desalinated water is discharged back into the ocean."," Wastewater is first filtered through filters to separate the contaminants from the water molecules. Then, the treated water is discharged back into the waterways. After the discharge, the contaminants are then removed from the water. Finally, the process of wastewater treatment ensures that the water is safe to use and prevents pollutants from entering the environment.",0,distractor
1040,221How do water droplets condense to form clouds?,Clouds are formed when evaporation from the Earth's surface releases water vapor into the air. The water vapor rises to higher altitudes where the sun's heat creates air currents. These air currents then move the clouds across the sky.,"The process of transpiration releases water vapor into the atmosphere. This water vapor accumulates and forms tiny water droplets that rise to higher altitudes. The sun's heat creates air currents that move the water droplets, forming clouds. These clouds can then move around the atmosphere depending on the direction of the air currents.",1,analogy
1041,666Describe the process of purifying water,"Desalination is the process of converting seawater into fresh water. Seawater is filtered through a membrane which separates the salt from the freshwater. A pump then pushes the water through the membrane, allowing for the freshwater to pass through and the salt to be left behind. The salt is discharged and the freshwater is collected for use.","Electrical signals in the brain travel through nerves to muscles.
Two types of proteins exist in filaments in the muscles.
The filaments move when the brain instructs them to.
The motion of the filaments cause the muscle to shorten and contract.
Opposing pairs of muscles exist in order to provide the necessary range of motion.",0,random
1042,225How does a solar-powered robot arm work?,"A battery-operated sewing machine works by using a battery to provide electrical energy to the sewing machine. The energy from the battery is used to power a motor, which moves the needle up and down. The switch on the sewing machine activates the motor, allowing it to move the needle. The battery also helps to regulate the speed of the motor, ensuring that the needle moves at the desired rate.","Coal is burned at a furnace.
The resulting heat energy is used to heat water.
The heated water is turned into steam.
The steam drives a generator.
Electricity is produced.",0,random
1043,936What happens during weathering by wind?,"The ocean's waves erode the coastline, carrying away sediment from the beaches. The water also dissolves minerals from the land, further contributing to erosion. As the waves hit the shore, they break down the rocks and soil and carry it away, slowly wearing down the coastline.","One type of air pollution is the addition of carbon dioxide gas into the air.
Some scientists believe that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming.
This upsets the balance of the carbon cycle.
The ozone layer helps protect us from harmful rays from the sun.
It is getting damaged from air pollution such as methane gas from livestock and CFCs from spray cans.
Acid rain is created when gasses such as sulfur dioxide get high into the atmosphere.
The wind can blow these gasses for miles and then they get washed out of the air when it rains.
This rain is called acid rain and can damage forests and kill fish.",0,random
1044,794How do the kidneys work?,"The lungs are essential for our body to function properly. They take in oxygen from the atmosphere and expel carbon dioxide. The lungs also play an important role in regulating the pH levels in our bodies. Oxygen is taken in through the lungs, which is then circulated through our body by the bloodstream. Carbon dioxide is then expelled from the body through the lungs. The lungs also help to regulate the pH levels in our body by reducing the amount of acidity in the bloodstream.","The oil is extracted either onshore or offshore by large oil rigs.
Crude oil is transported to a refinery.
The refinery turns the crude oil into gasoline.
The gasoline is loaded onto tank trucks.
The tank trucks go to gas stations all over the place.
The gasoline is delivered to the gas station.",0,random
1045,511How do lunar eclipses occur?,"Solar eclipses occur when the sun and moon are aligned in a way that the sun blocks the light from the moon. The Earth's shadow darkens the moon, resulting in a solar eclipse. This interplay of light and shadow is caused by the orbital alignment of the sun, moon and Earth."," The moon moves into a position that blocks the light from the sun. Following this, the Earth is then placed between the sun and moon, causing a lunar eclipse. After the lunar eclipse, this alignment causes the moon's shadow to darken the surface of the sun.",0,distractor
1046,211How does the formation of clouds occur?,"Rain occurs when the sun heats the surface of the earth, which causes the water to evaporate and produces water vapor. The warm air then rises and carries the moisture upward, where it cools and condenses into clouds. The moisture in the clouds increases until the air can no longer support it, and it falls back to the earth as rain."," The formation of clouds begins with condensation, which forms water droplets. These water droplets then condense and form clouds in the atmosphere. Following this, the Sun's energy warms the atmosphere, causing air to rise. As the air rises, it carries water droplets into the atmosphere.",0,distractor
1047,872How does electricity get from the power plant to a home?,"Oil is extracted from underground reservoirs and transported through a pipeline to a refinery. At the refinery, the oil is refined into gasoline and other petroleum products. The finished products are then delivered to gas stations, where they are available for purchase."," Electricity is supplied to a home through the electrical grid, providing power for the home. After being supplied, the electricity is transmitted through the electrical grid. Then, the electricity is transformed in a substation, which helps to control the voltage and frequency of the current. Finally, electricity is generated from a power plant.",0,distractor
1048,397How does a geothermal power station generate electricity?,"A wind-powered power station uses a wind turbine to capture the kinetic energy of the wind. The wind turbine then converts the kinetic energy of the wind into mechanical energy. The mechanical energy is then used to power a generator, which transforms the kinetic energy into electrical energy. The generator then produces this electrical energy, which can be used in a variety of ways."," The thermal energy is first used to power a generator. Following this, heat energy is captured from the Earth using a geothermal well in a power station. The collected heat is then passed through a geothermal heat exchanger to convert it into thermal energy. Subsequently, the generator transforms this thermal energy into electrical energy. Finally, the electrical energy is used to power homes and businesses.",0,distractor
1049,605Describe how air pollution can affect the environment.,"Acid rain is a type of precipitation with a pH that is lower than normal, and it can have a severe effect on the environment. Acid rain can corrode buildings, leach nutrients from the soil, and cause respiratory problems for people and animals. Furthermore, it can also reduce the pH of lakes, making them too acidic for fish and other aquatic life to survive. As a result, acid rain can cause significant damage to the ecosystem.","The bat sends out sound waves from their mouth or nose.
The sound waves hit an object.
Echoes are produced.
The echo returns to the bat's ears.
The bat hears the echo.
The bat can figure out where the object is located.",0,random
1050,739How do machines help farmers spread fertilizer?,"Animals help plants disburse seeds by carrying them away from the parent plant. They then drop the seeds at various locations as they travel, which helps disperse the seed and increase the chances of survival. The movement of the animal also helps to disperse the seed away from the parent plant, providing a better chance of germination and growth.",Machines are used to help farmers spread fertilizer. The machine carries the fertilizer and then dispenses it in a controlled manner. This allows for a more even distribution of the fertilizer. The machine then distributes the fertilizer over a large area quickly and efficiently.,1,analogy
1051,1144Describe how air pollution can negatively affect human health,"Forest fires can be devastating to the natural ecosystem. They release smoke and toxins into the air, reducing the air quality and causing respiratory issues in animals. The smoke and toxins released by forest fires can cause long-term health effects on animals, such as difficulty breathing and other respiratory issues. In addition, forest fires can reduce the amount of food and shelter available for animals, leading to a decrease in their population.","Oxygen enters the body through the mouth or nose.
The oxygen travels into the lungs.
The oxygen binds to hemoglobin proteins within erythrocytes (red blood cells).
The erythrocytes are pumped through the body by the heart.
All cells receive the oxygen.",0,random
1052,317What happens during corrosion?,"Weathering is a process in which rocks are broken down by external forces. Rainwater erodes the rocks, while heat weakens the minerals within them. Wind carries away particles of rock, further contributing to the weathering process."," Corrosion starts, where metal is being slowly destroyed. The combination of these components leads to the gradual destruction of the metal. Following this, acid erodes the metal causing deterioration. Then, electricity weakens the metal making it more susceptible to corrosion. Finally, oxygen carries ions that react with the metal causing corrosion.",0,distractor
1053,290Describe the process of building an aircraft causing bad effects on the environment.,"Pollutants are released into the atmosphere as a result of human activities such as burning fossil fuels. These pollutants accumulate in the environment and can have a negative impact on air, water, and soil quality. The accumulation of pollutants can cause a variety of health problems, such as respiratory illnesses and skin diseases. In addition, the pollutants can cause acid rain, which can damage plants, animals and ecosystems.","The process of building an aircraft causes bad environmental effects. Emissions are released into the atmosphere, which contributes to global warming. Additionally, waste materials accumulate in the environment, causing the quality of air and water to deteriorate. This can lead to particles in the air that can cause health problems for people who are exposed to them.",1,analogy
1054,916How is dust transported through an air filtration system?,"Particles of sediment are carried by the wind, often over long distances. When the wind loses its energy, the sediment is deposited onto surfaces such as the ocean floor. Water is also an important agent of sediment transport, as it can carry sediment over long distances and deposit it in lakes and oceans. It is also capable of eroding sediment from surfaces, thus transporting them to other locations.","Dust is transported through an air filtration system by air. The particles are carried by the air and the dust is deposited onto the filter. As the air passes through the filter, it carries the dust along with it, allowing for the dust to be removed from the environment.",1,analogy
1055,667Describe the process of water purification,Desalination is the process of removing salt from seawater. The saltwater passes through a membrane which is specially designed to filter out the ions from the water. The resulting desalinated water is then collected for drinking or other uses.,"Solar radiation reaches Earth's atmosphere.
Some is reflected back into space.
The rest of the energy is absorbed by land and oceans, heating the Earth.
Heat radiates from Earth to space.
Some of this heat is trapped by greenhouse gases in the atmosphere.
Human activities such as burning fuel are increasing the amount of greenhouses gases.
This causes more heat radiation to stay trapped in our atmosphere.
The Earth's temperature rises.",0,random
1056,365Describe how air pollution can affect the environment.,"Acid rain is caused by pollutants in the atmosphere, and can have a devastating effect on the environment. It is highly corrosive and can easily damage the outer layer of buildings and monuments. In addition, acid rain can damage vegetation and acidify soil, both of which can be difficult to repair. It is important for us to reduce the emissions that cause acid rain in order to protect our environment."," Air pollution occurs. This environment damages vegetation, corrodes buildings, and acidifies soil. Then, pollutants in the air such as sulfur dioxide, nitrogen dioxide, and ozone, react with other elements in the atmosphere. These reactions create a corrosive and acidic environment. Finally, this environment causes a decrease in the quality of air, water, and soil.",0,distractor
1057,699Describe the process of recycling a plastic bottle,"The process of recycling an aluminum can begins with sorting the cans by hand. After the cans are sorted, they are baled and transported to a recycling center, where they are melted down and formed into new aluminum products. The recycling process reduces the need for mining and manufacturing of new aluminum materials, conserving energy and resources.","The process of recycling a plastic bottle begins with machines sorting them according to their type of plastic. The bottle is then crushed into small pieces and melted down into a liquid form before it is molded into a new material. Similarly, an aluminum can is also crushed into small pieces and melted down with other metals to create a new material.",1,analogy
1058,300How does a virus cause infection?,"Bacteria can cause disease when they invade host cells. These bacteria are able to secrete toxins that can damage the cells, leading to infection and illness. Additionally, these bacteria can multiply rapidly, leading to a high concentration of bacteria that can further damage the host cells.","To bake a cake you first need to gather your ingredients.
Preheat the oven to desired baking temperature.
Grease your preferred cake pan with crisco or butter or other non-stick spray.
Add eggs and vegetable oil to the dry ingredients.
Stir or whisk until all the dry flour has been absorbed.
Pour the batter into the greased cake pan.
Place cake pan into the oven for the required time.
When a toothpick inserted into the cake comes out clean, the cake is done baking.",0,random
1059,466Describe the process of evaporation,"The process of desalination involves heating saltwater in order to create vapour. The vapour is then condensed to form freshwater, which is collected and used. The remaining brine is then discharged back into the ocean.","Coal is heated in the boiler.
The water tank over the boiler is heated.
Creates steam.
The steam is funneled to the piston.
Piston uses the steam as energy.
The piston causes the crankshaft to move.",0,random
1060,641Describe the life cycle of a human,"The life cycle of a frog begins with the laying of eggs. Once the eggs are laid, they develop into a tadpole. The tadpole matures and eventually turns into an adult frog. Once the frog has reached adulthood, it will reproduce and lay eggs to begin the cycle anew. The adult frogs lay eggs which then develop into tadpoles and eventually mature into frogs."," The life cycle of a human begins with a fetus. As the fetus matures, it becomes a child. The child then grows into a teenager. Surprisingly, the fetus then develops into an infant. The teenager evolves into an adult human. The adult human is capable of reproducing. A new fetus is created, completing the life cycle.",0,distractor
1061,618Describe how nutrients are absorbed by the body,"The lungs absorb oxygen from the air and transport it to the blood. The blood vessels then distribute the oxygen to cells in the body. The cells consume the oxygen in order to carry out metabolic processes, such as energy production."," Once the cells receive the nutrients, they consume them to produce energy and aid in other bodily functions. After the cells have consumed the nutrients, they are absorbed by the body through the intestines. Finally, the nutrients are then transported to the cells via the blood.",0,distractor
1062,494Describe the process of homeostasis,"The process of hibernation is an energy-saving state that animals enter during the winter months. During hibernation, the body lowers its temperature and the heart rate slows down significantly. Additionally, the metabolism decreases drastically. As a result, the animal is able to conserve energy and survive through the winter with minimal food.","Wire is wrapped around a piece of metal.
Current is sent through the wire.
A magnetic field is produced by the current.
This magnetic field in the wire interacts with certain particles in the central metal part.
The piece of metal becomes magnetized.
The magnetism remains until the current is shut off.",0,random
1063,225How does a solar-powered water heater work?,"The battery-operated sewing machine runs on electricity supplied by a battery. The battery supplies the electrical current that is used to power the motor. The motor then rotates the needle to sew the fabric. The electrical circuit is responsible for controlling the speed and power of the motor, and it regulates the electrical current flowing through the machine.","Your body accomplishes ""rapid hemostasis"" (stops the bleeding) through a process called vasoconstriction, in which your blood vessels are closed tight.
Inflammation is your body's way of alerting you of an injury.
Proliferation and migration is when cells move in a certain orderto been to heel and to further contract blood vessels. and.
The body then begins the process of rebuilding tissue and is called angiogenesis.
It's time to begin regrowing damaged skin which is called reepithelialization.
Synthesis often happens almost simultaneously as it form blood clots.
Synthesis helps further prevent bleeding as new skin and veins are formed.",0,random
1064,1298How do lungs filter air?,"The glomeruli are specialized capillaries that act as filters to remove fluids from the blood. The filtrate is then collected in the glomerular capsule. The filtrate is then passed down the renal tubule, where it is reabsorbed back into the blood. Electrolytes are also reabsorbed back into the blood by the renal tubule.",The lungs are responsible for filtering air. Alveoli are small air sacs that filter out gases from the air. They collect the air through the bronchioles and then transfer it to the alveolar sac. The alveolar sac is then responsible for reabsorbing moisture from the air before it is released back into the environment.,1,analogy
1065,384How does a microorganism cause infection?,"A virus is a microscopic organism that can cause disease. It infects cells and replicates inside them, resulting in the cells becoming damaged or destroyed. This triggers an immune response, resulting in the symptoms of the disease.","The moon orbits the earth.
The earth orbits the sun.
The moon comes between the sun and the earth.
The sun is totally blocked.
A solar eclipse is occurring.",0,random
1066,1156How is coal formed?,"Oil is formed when organic matter such as plants and animals decomposes underground over millions of years. Hydrocarbons are created as a result and accumulate in sedimentary rocks. The heat and pressure from the Earth's surface increases over time, which causes the hydrocarbons to form oil."," Plant matter is buried underground. Then, the carbon-rich compounds form coal from the increased heat and pressure. After the formation of coal, the plant matter decomposes and carbon-rich compounds accumulate in sedimentary rocks. Finally, the heat and pressure of the surrounding environment increases.",0,distractor
1067,923How does a photosynthesis process work?,"The lungs are responsible for the exchange of gases in the body. They take in oxygen from the air and release carbon dioxide. The oxygen from the air is absorbed into the bloodstream, while carbon dioxide is expelled from the body. The lungs are continually exchanging oxygen and carbon dioxide, which helps maintain a healthy balance in the body.","A seed germinates.
It grows into a plant.
The mature plant produces flowers.
The flowers become fertilized.
Produce seeds in a fruit or seedpod.
The plant dies.
The new seeds germinate to form a new plant.",0,random
1068,290Describe the process of building an aircraft causing bad effects on the environment.,"Pollutants are released into the atmosphere as a result of human activities such as burning fossil fuels. These pollutants accumulate in the environment and can have a negative impact on air, water, and soil quality. The accumulation of pollutants can cause a variety of health problems, such as respiratory illnesses and skin diseases. In addition, the pollutants can cause acid rain, which can damage plants, animals and ecosystems."," The process of building an aircraft causes bad environmental effects. This can lead to particles in the air that can cause health problems for people who are exposed to them. Additionally, emissions are released into the atmosphere, which contributes to global warming. Finally, waste materials accumulate in the environment, causing the quality of air and water to deteriorate.",0,distractor
1069,920What causes an earthquake to occur?,"A volcano erupts when the magma chamber underneath it reaches a critical point and builds up too much pressure. This pressure causes the magma to move up through the volcano and releases lava and ash. The pressure created by the buildup of magma forces the lava and ash out of the volcano, causing an eruption."," The ground begins to shake, creating the phenomenon of an earthquake. Following the earthquake, there is a buildup of pressure between tectonic plates. As the pressure increases, the tectonic plates reach a critical point. Finally, the pressure is released in the form of seismic waves.",0,distractor
1070,643Describe the metamorphosis of a butterfly,"The life cycle of a frog begins with an egg. The egg then develops into a tadpole, which is a small aquatic larva. As the tadpole grows, it develops hind legs and later front legs and eventually grows into an adult frog. The adult frog then lays eggs, which starts the cycle again."," The caterpillar grows into an adult butterfly. Then, the butterfly lays an egg. After the egg is laid, it develops into a caterpillar. Finally, the adult butterfly lays eggs, beginning the cycle anew.",0,distractor
1071,779How does a human body obtain and use oxygen?,"Plants obtain water through their roots, which absorb the water from the soil. The water is then transported up the stem and branches of the plant towards the leaves. In the leaves, the water is used in photosynthesis, where it is converted into energy for the plant.","Rain falls on wood.
The rain seeps into the wood surface.
It permeates the wood.
When rain evaporates it leaves the wood.
It takes the finish of the wood with it.
The wood begins to lose it's luster.
It begins to look bad.
It has pieces of paint missing from the rain.
It gets worse when it rains.
It eventually will have no paint left.",0,random
1072,298How does a virus spread through a population?,"Bacteria are microscopic organisms that can infect a host and cause disease. When the bacteria enter the body, they can produce toxins which can cause inflammation and damage to the cells. This can cause the body to become ill and can lead to serious complications if left untreated. Additionally, bacteria can cause infections in the body, leading to further problems."," A virus spreads to other hosts through contact or airborne particles. After spreading, the virus infects a host. Following the infection, the virus reproduces and produces toxins and other materials that cause inflammation.",0,distractor
1073,874How does water get from the ground to a tap?,"Oil is drilled from underground using a drill and pipe. Once extracted from the ground, the oil is transported by pipes to a refinery. At the refinery, the oil is refined to create fuel which can then be transported to a gas station. The fuel is then pumped into cars at the gas station, ready for use.","You place aluminum cans and other products into recycling bins.
Your town or a private company collect and transport the aluminum to a recycling facility.
The aluminum is sorted and cleaned at the central recycling facility.
The aluminum is melted down to remove coatings and inks.
The melted aluminum is formed into large formations called ingots.
The ingots are transported to another facility and rolled out to make them easier to manipulate.
The ingots can now be turned into new aluminum products.",0,random
1074,935What happens during weathering by wind?,"Erosion by the ocean is a process in which the ocean erodes coastlines through the action of waves. The waves carry sediment away from the shore, which can lead to the formation of cliffs and other landforms. In addition, salt water can corrode rocks, leading to further erosion of the coastline."," The wind weathering process begins. Immediately, rocks are weathered by the wind through erosion. After the erosion, the wind carries dust and other particles that cause wear on surfaces. Finally, the particles carried by the wind cause abrasion that wears away surfaces.",0,distractor
1075,232How does radar work?,"Echolocation is a technique used by some animals like bats to find their way in the dark. The bat uses sonar to emit sound waves. These sound waves then travel outward until they hit an object and reflect back as an echo. The echoes are then detected by the bat, allowing it to determine the location, size, and shape of the object.","Radar works by emitting radio waves. These radio waves are sent out into the environment and then reflect off of any object in the area. The reflected radio waves are then detected by the radar, giving it information about the object. The radio waves can also measure the distance, size, speed, and direction of the object, allowing the radar to provide detailed information about its surroundings.",1,analogy
1076,874How does information get from a news source to the public?,"Oil is extracted from the ground through an oil well. Once extracted, the oil is transported to a refinery. The refinery processes the oil and distributes it to a gas station. At the gas station, the oil is used to provide fuel for vehicles.","Information is extracted from the news source and then transported to a media outlet. The media outlet then distributes the information to the public. The public can access this information through various mediums such as television, radio, internet, and print. This ensures that the information is widely distributed to the public.",1,analogy
1077,423How does oil get from the ground to a refinery?,"Coal is extracted from underground deposits, usually from deep mines. The coal is then transported from the mine to the power station where it is processed into energy. At the power station, the coal is crushed, dried and combusted to produce heat and electricity. The heat generated from the combustion of coal is used to turn water into steam, which then drives turbines to generate electricity.","Oil is extracted from underground reservoirs using a variety of methods, such as drilling and hydraulic fracturing. It is then transported to a refinery, where it is processed into a variety of products, such as fuel. At the refinery, the oil is heated and distilled in order to separate the various components and create the desired product.",1,analogy
1078,22How are rivers formed?,"Valleys are typically formed by a process of erosion. Rainfall and groundwater erode the mountains, dissolving rocks and carrying sediment downstream. This sediment accumulates in the riverbed, carving out the valley over time.","You inhale.
Your diaphragm moves down.
Your lungs have more room.
Your lungs fill with air.
You exhale.
Your diaphragm moves back up.
Carbon dioxide is exhaled.
You start the process over again.",0,random
1079,443How do robots pollinate crops?,"Bees are important pollinators of plants. They transfer pollen from one flower to another as they feed on nectar. This process is known as cross-pollination, and it's vital for the reproduction of many plants. As bees move from one flower to the next, they pick up and transfer the pollen, allowing plants to reproduce and spread their genetic material.","Place the water in a pot.
Cover the pot with a slightly too large cover.
Place a larger pot under the first.
Heat water to evaporation.
Water vapor will collect on the lid.
Drip into the second pot as fresh water.
Salt is left behind in the original pot.",0,random
1080,617Describe how fuel reaches an engine,"The lungs absorb oxygen from the air and send it through the bloodstream. The oxygen then travels through the bloodstream, allowing it to reach cells throughout the body. These cells require oxygen in order to function properly, so it is essential that oxygen reaches them.","Sound waves enter your outer ear.
Travel through ear canal to your ear drum.
Eardrum vibrates with the incoming sound.
Send the vibrations to three tiny bones in your middle ear.
Bones in your middle ear amplify the vibrations.
Send them to your inner ear.
The vibrations activate tiny hair cells in your inner ear.
The hair cells release neurochemical messengers.
Your auditory nerve carries the message to your brain.
The brain translates the message so you can understand.",0,random
1081,384How does a bacteria cause an infection?,"When a virus enters the body, it can enter cells and replicate itself, making copies of the virus. These copies can spread to other cells, disrupting the normal functioning of the organs and leading to disease. The virus disrupts the normal functioning of the organs, leading to the onset of disease.","Spores are dispersed into the air by a mature mushroom.
The spores fall to the ground.
The spores germinate.
The spores begin to grow mycelium.
The mycelium begin to sprout a bud.
A new mushroom is formed.",0,random
